URL,Date,Text,Lang,Likes,Retweets,Replies
https://twitter.com/hashtag/eVTOL?src=hashtag_click,29/07/2021,We have taken the first step towards building the first #eVTOL airline by beginning the process to receive a Part 135 Air Carrier Certificate issued by the Federal Aviation Administration. Read the press release here: #faa #uam #cleanaviation,en,103,35,4
https://twitter.com/TheDroneDealer,29/07/2021,"More lens flare than a 
@Uber
 flying car sizzle reel  #AAM #UAM",en,,,
https://twitter.com/micgiannuzzi,28/07/2021,"I talked about the ""𝗚𝗿𝗼𝘁𝘁𝗮𝗴𝗹𝗶𝗲 A𝗶𝗿𝗽𝗼𝗿𝘁 𝗧𝗲𝘀𝘁 𝗕𝗲𝗱 & 𝗕𝗮𝗿𝗶 𝗗𝗿𝗼𝗻𝗲 𝗟𝗶𝘃𝗶𝗻𝗴 𝗟𝗮𝗯: 𝗮 𝘀𝗰𝗲𝗻𝗮𝗿𝗶𝗼 𝗳𝗼𝗿 𝗶𝗻𝗻𝗼𝘃𝗮𝘁𝗶𝗼𝗻"" presenting the research activities that DTA are carrying out in the field of Urban Air Mobility (#UAM ) in #Puglia.",en,,,
https://twitter.com/JeroenBartelse,27/07/2021,Just give me a hydrogen-powered hybrid #eVTOL  please and leave your plants in the garden where they belong!,en,2,,1
https://twitter.com/volocopter,27/07/2021,"About to hop on the photo tower for 
@volocopter
 & @openeraero flight demos of their #eVTOL aircraft at #OSH21. Exciting moment!",en,5,,1
https://twitter.com/jobyaviation,27/07/2021,"1/3
Today 
@jobyaviation
 announced that they had completed a 154mile (246km) journey which sets the bar quite high. But what does that mean in terms of the addressable market? 

#DistributedAviation #ElectricAircraft #eVTOL #eCTOL #eSTOL #RegionalAirMobility",en,8,3,2
https://twitter.com/BenBrelje_says,27/07/2021,"ElectricVTOL: 
@BenBrelje_says
 
@DarrellAviation
 We're glad that you are part of the #eVTOL community! We need all the aerospace engineers we can get!",en,1,,
https://twitter.com/BenBrelje_says,27/07/2021,We're glad that you are part of the #eVTOL community! We need all the aerospace engineers we can get!,en,2,1,
https://twitter.com/enilev,27/07/2021,"""It's a complex problem""
#UAM",en,2,,1
https://twitter.com/Gfilche,26/07/2021,"INSIDER/ 
+100
Q2 2021 
You Heard It Here 2nd, Folks! 


@Tesla
 #TeslaAviation Division! 
#eVTOL 
#TeslaeVTOL 
#TeslaAviationDivision 
#TeslaVertiPort's 
#TeslaPassengerDrones!

See This? 

@DarrellAviation
 

@ElectricVTOL
 

@VTOLsociety",en,1,1,1
https://twitter.com/elonmusk,26/07/2021,"@elonmusk
 any chance of 
@Tesla
 or 
@SpaceX
 buying 
@Lilium
? 

#eVTOL #ElectricVehicles #EVs",en,,,
https://twitter.com/KennethISwartz,23/07/2021,"ElectricVTOL: RT 
@KennethISwartz
: More News from #EAS2021 ... When it comes to licensing pilots to fly Part 23 #eVTOL aircraft, the FAA has told GAMA committee members that they are favouring “Powered Lift” pilot licensing and training. #ElectricFlight 
@CAFE_EAS2020
 @VTOLsoc…",en,1,,
