Date,Text,Sentiment Scores,Sentiment Label
29/07/2021,We have taken the first step towards building the first #eVTOL airline by beginning the process to receive a Part 135 Air Carrier Certificate issued by the Federal Aviation Administration. Read the press release here: #faa #uam #cleanaviation,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
29/07/2021,"More lens flare than a 
@Uber
 flying car sizzle reel  #AAM #UAM","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
28/07/2021,"I talked about the ""𝗚𝗿𝗼𝘁𝘁𝗮𝗴𝗹𝗶𝗲 A𝗶𝗿𝗽𝗼𝗿𝘁 𝗧𝗲𝘀𝘁 𝗕𝗲𝗱 & 𝗕𝗮𝗿𝗶 𝗗𝗿𝗼𝗻𝗲 𝗟𝗶𝘃𝗶𝗻𝗴 𝗟𝗮𝗯: 𝗮 𝘀𝗰𝗲𝗻𝗮𝗿𝗶𝗼 𝗳𝗼𝗿 𝗶𝗻𝗻𝗼𝘃𝗮𝘁𝗶𝗼𝗻"" presenting the research activities that DTA are carrying out in the field of Urban Air Mobility (#UAM ) in #Puglia.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
27/07/2021,Just give me a hydrogen-powered hybrid #eVTOL  please and leave your plants in the garden where they belong!,"{'neg': 0.064, 'neu': 0.798, 'pos': 0.138, 'compound': 0.3382}",positive
27/07/2021,"About to hop on the photo tower for 
@volocopter
 & @openeraero flight demos of their #eVTOL aircraft at #OSH21. Exciting moment!","{'neg': 0.0, 'neu': 0.845, 'pos': 0.155, 'compound': 0.5411}",positive
27/07/2021,"1/3
Today 
@jobyaviation
 announced that they had completed a 154mile (246km) journey which sets the bar quite high. But what does that mean in terms of the addressable market? 

#DistributedAviation #ElectricAircraft #eVTOL #eCTOL #eSTOL #RegionalAirMobility","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
27/07/2021,"ElectricVTOL: 
@BenBrelje_says
 
@DarrellAviation
 We're glad that you are part of the #eVTOL community! We need all the aerospace engineers we can get!","{'neg': 0.0, 'neu': 0.854, 'pos': 0.146, 'compound': 0.555}",positive
27/07/2021,We're glad that you are part of the #eVTOL community! We need all the aerospace engineers we can get!,"{'neg': 0.0, 'neu': 0.834, 'pos': 0.166, 'compound': 0.555}",positive
27/07/2021,"""It's a complex problem""
#UAM","{'neg': 0.474, 'neu': 0.526, 'pos': 0.0, 'compound': -0.4019}",negative
26/07/2021,"INSIDER/ 
+100
Q2 2021 
You Heard It Here 2nd, Folks! 


@Tesla
 #TeslaAviation Division! 
#eVTOL 
#TeslaeVTOL 
#TeslaAviationDivision 
#TeslaVertiPort's 
#TeslaPassengerDrones!

See This? 

@DarrellAviation
 

@ElectricVTOL
 

@VTOLsociety","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
26/07/2021,"@elonmusk
 any chance of 
@Tesla
 or 
@SpaceX
 buying 
@Lilium
? 

#eVTOL #ElectricVehicles #EVs","{'neg': 0.0, 'neu': 0.846, 'pos': 0.154, 'compound': 0.25}",positive
23/07/2021,"ElectricVTOL: RT 
@KennethISwartz
: More News from #EAS2021 ... When it comes to licensing pilots to fly Part 23 #eVTOL aircraft, the FAA has told GAMA committee members that they are favouring “Powered Lift” pilot licensing and training. #ElectricFlight 
@CAFE_EAS2020
 @VTOLsoc…","{'neg': 0.0, 'neu': 0.944, 'pos': 0.056, 'compound': 0.3182}",positive
22/07/2021,"Who is interested in this? Legal considerations of living off-Earth, of living in cloned bodies, and all the intricacies
surrounding this       #Terasem #MindFile #MindWare #Bina48 #Organoids #NASA #SpaceX #BlueOrigin #RocketLab #VirginGalactic #EVTOL #Longevity","{'neg': 0.0, 'neu': 0.881, 'pos': 0.119, 'compound': 0.4939}",positive
22/07/2021,"Skip roads and rails, go straight to #evtol. Europe seems to be perfect for a network with vertiports.","{'neg': 0.0, 'neu': 0.728, 'pos': 0.272, 'compound': 0.6808}",positive
22/07/2021,"ElectricVTOL: RT 
@KennethISwartz
: Martin Peryea from 
@JauntAir
 Mobility confirmed on Day 2 of the 15th annual Electric Aircraft Symposium #EAS2021 that the Jaunt Journey #eVTOL aircraft will be  initially certified in Canada by Transport Canada under FAR 29/ CAR 529. #Electr…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
22/07/2021,"ElectricVTOL: RT 
@AlcockNews
: .
@Universal_H2
 reveals at the #EAS21 Electric Aircraft Symposium that its working on a hydrogen propulsion system for a new #eVTOL aircraft due to enter service in 2028. No comment when I ask who is developing this aircraft. 
@FutureFlightAIN
 wil…","{'neg': 0.055, 'neu': 0.945, 'pos': 0.0, 'compound': -0.296}",negative
21/07/2021,"This was a fun video to work on! We are living in exciting times as a new era of aviation has arrived. 
@TalynAir
 will be a big part of that story with their paradigm shifting eVTOL aircraft! #uam #FutureCities2021  #evtol #sustainability #ZeroEmissions #AutonomousVehicles","{'neg': 0.0, 'neu': 0.843, 'pos': 0.157, 'compound': 0.7955}",positive
21/07/2021,"More News from #EAS2021 ... When it comes to licensing pilots to fly Part 23 #eVTOL aircraft, the FAA has told GAMA committee members that they are favouring “Powered Lift” pilot licensing and training. #ElectricFlight 
@CAFE_EAS2020
 
@VTOLsociety
 
@FAANews","{'neg': 0.0, 'neu': 0.941, 'pos': 0.059, 'compound': 0.3182}",positive
21/07/2021,".
@Universal_H2
 reveals at the #EAS21 Electric Aircraft Symposium that its working on a hydrogen propulsion system for a new #eVTOL aircraft due to enter service in 2028. No comment when I ask who is developing this aircraft. 
@FutureFlightAIN
 will keep digging.","{'neg': 0.056, 'neu': 0.944, 'pos': 0.0, 'compound': -0.296}",negative
21/07/2021,"Looking forward to covering 
@EAA
 #AirVenture2021 for 
@eVTOLmag
 next week. And I get to meet 
@pilotannie1
! 

Tons of exciting stuff from 
@volocopter
, @openeraero & others on the books — truly an #eVTOL show. 

Want to stay updated? Follow me for the latest as it happens.","{'neg': 0.0, 'neu': 0.835, 'pos': 0.165, 'compound': 0.7712}",positive
20/07/2021,"At today's #EAS2021 the USAF's #AgilityPrime revealed it had has 4 in-kind agreements and 29 Air Race submissions, 12 in AOI#1, 10 in AOI#2 and 4 in AOI#3. 25 Companies. 3 in Phase III, 1 in Phase 1 process. 
@ElectricVTOL
 #eVTOL #VFS","{'neg': 0.0, 'neu': 0.945, 'pos': 0.055, 'compound': 0.2732}",positive
20/07/2021,"A beautiful XF-17 KITE-II VTOL made by Boreas on KerbalX
I absolutely love it

#aviation #aviationlovers #avgeeks #ksp #kerbalspaxeprogram #kerbalspaceprogram #esa #nasa #vtol #stol #vtolaircraft #kerbal #kerbalspaceprogram2 #kerbalx

See herehttps://www.instagram.com/p/CRjnECqFh","{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.8553}",positive
