Date,Text,Sentiment Scores,Sentiment Label
29/07/2023,"On July 29th, 2019, the world's first all-electric air taxi took its maiden flight in New Zealand!  #AirTaxi #ElectricFlight #Innovation","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
28/07/2023,"@POTUS
 If 
@ArcherAviation
 and 
@jobyaviation
 don't get #FAA certification soon, China's 
@ehang
 will take everything ahead of them!!

#evtol
#OSH23","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
28/07/2023,"On July 28th, 2019, the world's first all-electric air taxi took its maiden flight in New Zealand!  #AirTaxi #ElectricFlight #NewZealand","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
27/07/2023,"On July 27th, 2019, the world's first all-electric air taxi took its maiden flight in New Zealand!  #AirTaxi #ElectricFlight #Innovation","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
27/07/2023,"I tend to think there will be another form of high speed transportation before the US catches up with trains.

Something like #eVTOL in 5 years or something...","{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.3612}",positive
27/07/2023,"Wow, that's a fascinating glimpse into the future of urban aviation!  I'm really curious to know more about the technology behind this demonstration. Is it a fully autonomous drone or a combination of airplane and VTOL? #uam #drone #oshkosh","{'neg': 0.0, 'neu': 0.733, 'pos': 0.267, 'compound': 0.893}",positive
26/07/2023,If they change the flight operations over to quantum computing first we might see some interesting science come out of this … quantum web. Especially in the #eVolt area #eVTOL,"{'neg': 0.0, 'neu': 0.912, 'pos': 0.088, 'compound': 0.4019}",positive
25/07/2023,Initial designs coming soon… #evtol,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
24/07/2023,"Rumor is that 
@WiskAero
 will be flying a demonstration flight tomorrow (Tuesday) about 2pm at show center here at #OSH23 ?#airtaxi #RAM #AAM #mobility","{'neg': 0.0, 'neu': 0.94, 'pos': 0.06, 'compound': 0.1027}",positive
22/07/2023,"Joby Aviation (JOBY) was the week's top decliner, -16.14%, after a downgrade from JPMorgan. #JOBY #eVTOL","{'neg': 0.0, 'neu': 0.886, 'pos': 0.114, 'compound': 0.2023}",positive
21/07/2023,Wisk applauds the FAA's release of its Advanced Air Mobility (#AAM) Implementation Plan. This document provides a clear path for early Urban Air Mobility (#UAM) entrants. The outlined approach will demonstrate the safety and viability of this future form of transportation and…,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.8316}",positive
21/07/2023,"Are you ready for 
@EAA
's #Osh23? Be sure to stop by the 
@WiskAero
 chalet (747C) on 
@Boeing
 Plaza and be one of the first in the U.S. to check out our 6th Generation, autonomous, eVTOL #airtaxi! We look forward to seeing everyone in just a few days!","{'neg': 0.043, 'neu': 0.853, 'pos': 0.104, 'compound': 0.4912}",positive
21/07/2023," MOBI'WATCH - The #Brazilian aircraft manufacturer, 
@embraer
, chooses to locate its #eVTOL factory in #Taubaté, near #SaoPaulo in #Brazil (
@Zonebourse
)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
20/07/2023," MOBI'WATCH - Two months after raising €90 million, German #eVTOL manufacturer #Lilium has announced a new round of financing of €172 million. (
@TravelOnMove
)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
20/07/2023,"Scaled e-VTOL fleets will essentially be regional airline businesses without the largest & the most volatile operational expense: Fuel

Imagine the operational leverage in that network model!!


#ElectricVehicles #electricmobility #eVTOL #decarbonisation #oil #NetZero","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
20/07/2023,"While that is true only in part (helicopters and especially urban operation provide limited cross-country, night, IFR opportunities or ATP qualifying time), the clear #eVTOL objective and anticipation is pilotless autonomous or remote ‘operator’ operations. So it may be a bubble.","{'neg': 0.041, 'neu': 0.756, 'pos': 0.203, 'compound': 0.7579}",positive
20/07/2023,"#eVTOL funding continues to grow 
#Lilium #AAM #UAM

ttps://www.airtrafficmanagement.net/article/evtol-funding-continues-grow","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
19/07/2023,I am trying to speak with eVTOL sceptics? If you think the Advanced Air Mobility or Urban Air Mobility industry will never get off the ground then I'd love to speak with you. #AAM #UAM #eVTOL #Aviation,"{'neg': 0.042, 'neu': 0.807, 'pos': 0.152, 'compound': 0.6705}",positive
17/07/2023,"Want to know what's up with Wisk? Check out our quarterly newsletter and learn more about the Paris Airshow, EAA AirVenture Oshkosh 2023, and our new partnerships!

#AirTaxi #eVTOL #eaaairventure #OSH23","{'neg': 0.0, 'neu': 0.95, 'pos': 0.05, 'compound': 0.1511}",positive
17/07/2023,$BLDE READY FOR TAKEOFF... $JOBY $ACHR #EVTOL,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.3612}",positive
17/07/2023,"The hashtags #evtol and #electricaviation are not applicable in this case, since the PAL-V is petrol-powered…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
16/07/2023,"In fact, #FlyingCars will be a #Reality in the #USA in only a couple of years. You will not be able to use them in a #City, until #Trump starts the #Construction of 10 new cities. We need laws to #Prohibit flying these #VTOL #Cars over land without #Owner #Permission","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
12/07/2023,Flying cars are coming to a sky near you. I've seen the Doroni prototype and now Alef has been given a air-worthiness cert. Price point is that of a ultraluxury car. Will 2024 be the year for VTOLs? #vtol #flyingcar,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
11/07/2023,"A big thanks to Akash and Remo of PropClear for stopping by the 
@WiskAero
 chalet at Paris Air Show! Check out the video of their behind-the-scenes tour of our 6th Generation, autonomous, #eVTOL #airtaxi! Thanks again guys for the great video!","{'neg': 0.033, 'neu': 0.744, 'pos': 0.223, 'compound': 0.88}",positive
11/07/2023,I don't know why you are bothering when #UAM is going to be the solution. Just like drones #UAV are for deliveries et cetera. Got to love being in Aviation at this time. #buzz #archer,"{'neg': 0.062, 'neu': 0.721, 'pos': 0.216, 'compound': 0.7506}",positive
08/07/2023,"Did you know? An average electric vertical takeoff and landing (#eVTOL) vehicle produces zero operational emissions, making your commute as green as it gets! 

Plus, they’re so quiet, you won't disturb the birds! 

#EVsInTheSky #FutureOfTransport","{'neg': 0.0, 'neu': 0.923, 'pos': 0.077, 'compound': 0.4295}",positive
07/07/2023,"#VTOL  on station
Clustermine deployed","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
07/07/2023,"This is Engineering!  Commercialization of the new UAM in 2027!  Arrive from Pangyo to Seoul City Hall in 4 minutes and 30 seconds
 #UAM #AAM #TIE #ThisIs Engineering #DRONE #eVTOL #Shift Comson #Autonomous Flight #Autonomous Driving #Aircraft #SHIFT","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
07/07/2023,".
@AlefAeronautics
' ""Model A"" #FlyingCar—which has Vertical Takeoff & Landing (#VTOL) capabilities & can drive on the road at low speeds—now has legal clearance to fly.
The #FAA 
@FAANews
 issued a ""Special Airworthiness Certificate,"" allowing for exhibition, research & development.","{'neg': 0.055, 'neu': 0.836, 'pos': 0.11, 'compound': 0.2732}",positive
06/07/2023,"We’re using our decades of experience to design for the future.  

#DYK #InsituInsights #InsituDoes #EnduranceIsEverything #Engineering #MechanicalEngineering #AerospaceEngineering #Modularity #ModularPayloads #VTOL #VTOLUAV

(3/3)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
