URL,Date,Text,Lang,Likes,Retweets,Replies
https://twitter.com/RobinBird216,30/07/2022,"In the new #eVTOL world, “unexpected” last minute delays are common and rather expected.

Much patience is needed indeed.",en,10,2,
https://twitter.com/ArcherAviation,29/07/2022,"The 
@ArcherAviation
 team should REALLY get in contact with 
@iotex_io
 

#IoTeX #blockchain technology will ensure each #eVTOL vehicles’ security with tamper-proof communications!


@Raullen
 is already in #SanJoseCA with y’all, too! 

#IoT #MachineFi #IoTT #IOTX 
@iotex_dev",en,15,5,1
https://twitter.com/AlcockNews,28/07/2022,"Since #eVTOL is a brand new category that’s often controversial, governments are unlikely to make it easy for those startups catering to the VIPs or eVTOL aircrafts realistically accessible only to the wealthy.

Isn’t 
@EHANG
 #EH216 the only one actually affordable for the masses?",en,16,4,
https://twitter.com/SpaethFlies,27/07/2022,Quite a feat! But not as cool as #VTOL. ,en,,,
https://twitter.com/micgiannuzzi,26/07/2022,"For the project - on behalf of 
@DTAScarl
 - I flew to Porto to participate in the Extended Advisory Board workshop to deepen the foresight scenarios behind Urban Air Mobility (#UAM) service implementation.",en,,,1
https://twitter.com/hashtag/eVTOL?src=hashtag_click,25/07/2022,"I see that the timeless & iconic #eVTOL aircraft imagery of 
@EHANG
 has been used again, even though it’s portraying a discontinued EH184, not the current pilotless & scalable #EH216 with a globally unrivaled eVTOL safety record of more than 20,000+ safe flights and counting.",en,11,2,
https://twitter.com/hashtag/EVTOL?src=hashtag_click,25/07/2022,"Drake should be first in line for a custom luxury #EVTOL to make his entrance cleaner 
@jobyaviation",en,,,
https://twitter.com/GUUSUJOE,25/07/2022,"God bless you guys for making history in our class. 
#MESA016 
#UAM",en,1,,
https://twitter.com/AirSafetyWriter,25/07/2022,"ElectricVTOL: RT 
@AirSafetyWriter
: What top 3 gov’t offices should aspiring #eVTOL outfits work with to succeed in local U.S. markets? A mayor’s economic development office? No. A city transportation dept.? No. One expert offered tips at 
@VTOLsociety
’s #EAS2022, which resume…",en,,,
https://twitter.com/hashtag/eVTOL?src=hashtag_click,24/07/2022,"What top 3 gov’t offices should aspiring #eVTOL outfits work with to succeed in local U.S. markets? A mayor’s economic development office? No. A city transportation dept.? No. One expert offered tips at 
@VTOLsociety
’s #EAS2022, which resumes today in #Oshkosh. 1/5",en,3,3,1
https://twitter.com/ro_future_tech,24/07/2022,"What are the technologies of the future? Follow me 
@ro_future_tech


#hydrogen #fusion #semiconductors #AI #Robotics #VTOL #EV #emerging #AR #VR #biotech #energy #batteries",en,,,
https://twitter.com/hashtag/evtol?src=hashtag_click,23/07/2022,I want an #evtol!!,en,,,
https://twitter.com/chineseflyer,22/07/2022,"It would be hard to top 2021 for #eVTOL investments, which was ~10x any prior year.",en,2,,1
https://twitter.com/Supernal_aero,21/07/2022,"ElectricVTOL: RT 
@Supernal_aero
: Supernal & Electric Power Systems announced a partnership to accelerate development & production of safe, lighter-weight & certifiable #eVTOL batteries at 
@FIAFarnborough
 Airshow-- our first vehicle partnership. 

Read the full press release: …",en,,,
https://twitter.com/hashtag/eVTOL?src=hashtag_click,20/07/2022,"How long before cars become obsolete? 
We're going to need a Tesla #eVTOL soon. 
@elonmusk",en,1,,
https://twitter.com/hashtag/VTOL?src=hashtag_click,20/07/2022,"#VTOL wow, just incredibly. At first I thought, this is very fragile. But it is actually perfect to be honest. 30x times zoom on the gimbal I can see every detail :) #drone #surveillance",en,,,
https://twitter.com/bristowgroup,20/07/2022,"@bristowgroup
 is currently the world's largest #eVTOL customer with 350 vehicles from 5 OEMs on order. Great industry endorsement.",en,,,
https://twitter.com/Biz_Ukraine_Mag,19/07/2022,"I'm shocked! 
I didn't know that Russian aircrafts can do vertical landing operations.

Fascinating

#vtol",en,,,
https://twitter.com/AirbusSpace,19/07/2022,"Wow, look at those huge runways. If only there was some way that aircraft could do a vertical takeoff and landing (#VTOL) instead! ;-)",en,,,
https://twitter.com/VerticalAero,19/07/2022,"Thanks for posting these great shots of the 
@VerticalAero
 #eVTOL #AirTaxi, Naveed!",en,,,
https://twitter.com/hashtag/FIA22?src=hashtag_click,19/07/2022,"#FIA22 : 
1.
@porterairlines
 -> firm order for 20 
@Embraer
 E195-E2, brings total order to 100 E195-E2
2.
@AlaskaAir
 Group -> 8 new E175s with options for 13 more
3.
@EveAirMobility
 and 
@BAESystemsplc
 -> LOI signed for 150 #eVTOL 
4. 
@OfficialStarAir
 -> adds 2 E175s from NAC",en,28,2,
https://twitter.com/IIDIncubator,19/07/2022,"(2/2) The Udyam Portal currently has more than 96.53 lakh new and or existing businesses registered as MSMEs, as per the data from the portal.

#UdyamPortal #MSME #UAM #TuesdayMotivaton",en,96,1,
https://twitter.com/andrewdc208,19/07/2022,"On April 28, 2022, US Federal Court entered Judgement against Defendants EHang and CEO Huazhi Hu on claims of breach of contract, fraud (false promise) and unpaid wages.  #EHang #eVTOL #AAV #EH216",en,,,
https://twitter.com/hashtag/evtol?src=hashtag_click,18/07/2022,"Lots of activities, huge catalysts and deals going on in this space. Future of air travel. #evtol $JOBY $BLDE",en,3,,
https://twitter.com/hashtag/eVTOL?src=hashtag_click,18/07/2022,Reading all the developments on #eVTOL and #AdvancedAirMobility from #FIA2022 is exciting but I have zero confidence in the DfT to organise current transport modalities yet alone future ones! ,en,1,,
https://twitter.com/hashtag/urbanairmobility?src=hashtag_click,18/07/2022,Is anyone following the progress on #urbanairmobility and the future of air taxi commuting? Oh it’s gonna happen…,en,,,1
https://twitter.com/raodoesresearch,17/07/2022,"Electric air taxis (#eVTOL, #UAM, etc.) are near-ready for certification but power infrastructure is significantly lagging. (EVs are only “clean” if the power source is).

We need to be able to charge vehicles with cheap, easily deployable clean energy (e.g solar and wind). 
2/5",en,1,,1
https://twitter.com/hashtag/eVTOL?src=hashtag_click,17/07/2022,"Happy to share that our entry to the 2022 FAA smart aviation competition won 1st place! 

We developed a tool to plan charging and dispatch in #eVTOL fleets. This can enable electric air-taxis to be powered by #renewables more easily/safely with cost and carbon savings.
1/5",en,8,2,2
https://twitter.com/RAF_Luton,17/07/2022,"ok smart arse.. explain how they ""drew the windows"" then, as ""line art"" like ""flight paths"" are not supposed ot have ""air gaps"" - did the supposed ""Fighter Jet"" just do some sort of #VTOL like ""hop scotch"" mid air or did the ""switch the flight recorder & transponder"" off & on!?",en,1,,1
https://twitter.com/BelkanSchiz0,17/07/2022,"ok smart arse.. explain how they ""drew the windows"" then, as ""line art"" like ""flight paths"" are not supposed ot have ""air gaps"" - did the supposed ""Fighter Jet"" just do some sort of #VTOL like ""hop scotch"" mid air or did the ""switch the flight recorder & transponder"" off & on!?",en,1,,3
https://twitter.com/eric_geerlings,16/07/2022,"*Using different equipment for each, but the same backbone connection to the grid with controllers to allocate energy based on which form of transportation requires charging
#infrastructure #ElectricVehicles #EVcharginginfrastructure #multimodal #eVTOL #DCFC #AdvancedAirMobility",en,,,
https://twitter.com/mobilitysandbox,16/07/2022,"#Venturecapitalists are pouring money into the #mobility sector. In 2021, mobility #startups have raised $97.7 billion in #autonomousvehicles, #ondemand, #escooters, #electricvehicles, #battery technologies, #cybersecurity, #datamanagement, #urbanlogistics, #urbanairmobility etc",en,1,,1
https://twitter.com/hashtag/eVTOL?src=hashtag_click,15/07/2022,#eVTOL is huge next week at #FIA2022. Can’t help but be fascinated by it…,en,,,
https://twitter.com/WiskAero,11/07/2022,"ElectricVTOL: RT 
@WiskAero
: Want to see our self-flying, all-electric, eVTOL #airtaxi in person? You’re in luck as we’re heading to 
@FIAFarnborough
! Be sure to stop by the 
@WiskAero
 Chalet next week to see the future of #AdvancedAirMobility and meet our team.",en,,,
https://twitter.com/hashtag/airtaxi?src=hashtag_click,11/07/2022,"Want to see our self-flying, all-electric, eVTOL #airtaxi in person? You’re in luck as we’re heading to 
@FIAFarnborough
! Be sure to stop by the 
@WiskAero
 Chalet next week to see the future of #AdvancedAirMobility and meet our team.",en,24,6,1
https://twitter.com/DroneXShow,11/07/2022,"Delighted to announce we are partnering with 
@DroneXShow
! On Sept 7/8, DroneX will be transforming the 
@ExCeLLondon
 into the ultimate business hub for the VTOL industry. Register for your free tickets via the DroneX website - we can't wait to see you there!
#vtol #uav #dronexshow",en,5,1,
https://twitter.com/ppman2000,09/07/2022,America wins again with a proper structured airworthiness and airspace regulation! The Chinese are fools and life is cheap in the east. Just wait until there is a horrific #eVTOL accident! #UAM #safetyfirst,en,,,1
https://twitter.com/hashtag/F?src=hashtag_click,09/07/2022,"When I write #F short for findings, and when I write #UAM it's short for my kids name umamah, Azzam and Muhammad.... Means I am addressing to my kids.
All the #findings are based on my personal opinion.",en,,,
https://twitter.com/hashtag/UAM?src=hashtag_click,09/07/2022,"Findings#1
#UAM
My Twitter account is solely for my kids.i myself is not a history student nor do i took interest in history, this may be my mistake,l might not took it seriously if Pakistan, after being a resourceful country, a country full of brilliant and intelligent minds.",en,1,,1
https://twitter.com/eVTOLInsights,08/07/2022,There is absolutely NO WAY you'll get permission to operate those things over Paris! #eVTOL #ControlledAirspace #VFR #IFR #IMC,en,,,
https://twitter.com/RAeSTimR,07/07/2022,Interesting for the #UAM #AAM shizzle which we know is 99.9% BS. Thankfully this was a conventional aircraft so could land I suspect an electric rotary thing may or may not have got a ballistic chute out. Autorotation would not be a thing.,en,1,,
https://twitter.com/NCAviation,06/07/2022,"It’s so nice to see 
@EHANG
 #EH216 #eVTOL aircraft again in North Carolina! ",en,9,2,
https://twitter.com/AirportGurus,05/07/2022,"His extensive experience with large, complex, fast-paced projects will bring tremendous value to clients with numerous best practices, a strong skill set in thinking outside the box, and effective leadership for delivering challenging projects.

#airports #aviation #UAM #ICT #MSI",en,1,,
https://twitter.com/deusto,04/07/2022,"Very pleased to announce that the project 'WHAT4WHOM: perceptions of security in the scenario of the Covid-19 pandemic', in collaboration with 
@deusto
, 
@UCOMILLAS
, 
@ISGLOBALorg
 and #UAM has been one of the projects selected in the call for national R+D+I plans of the 
@CienciaGob
.",en,4,1,1
https://twitter.com/9NewsQueensland,04/07/2022,down draft for this type of propellers planes #VTOL are always risky,en,,,
https://twitter.com/hashtag/Japan?src=hashtag_click,04/07/2022,"Ministry of Economy, Trade and Industry will be holding a symposium on the eVTOL industry in Matsuyama city on Shikoku island. Among the featured speakers will be representatives of SkyDrive, Japan Airlines, and Seino Holdings. #Japan #Shikoku #eVTOL #eVTOLs #SkyDrive #METI",en,,,
https://twitter.com/FlyJipe,03/07/2022,"In 1969 the British Transport Aircraft Requirements Committee (#TARC) issued a design study ""Outline Requirement"" (OR) for a 100-seat #VTOL airliner capable of a range of 450 miles (725 km).",en,1,,1
https://twitter.com/_LOTENE,02/07/2022,"Grats brethren!! All for 1 and 1 for ALL!! #Wiami #WotorSports #WikeClub 
 Wish my link hadn't broken lol I knew I was Choosing the Winning Team!!      
#Wilderworld #BestNFTs #NFTGiveaway #NFTGaming #NFTProject #MotoGP #JetMoto #VTOL #Motorsport #BikeLife",en,6,,
https://twitter.com/hashtag/EAS2022?src=hashtag_click,02/07/2022,"ElectricVTOL: RT @jshermanVTOL: More speakers announced for the VFS 16th Annual Electric Aircraft Symposium (#EAS2022) with 40+ speakers on #eVTOL, #eCTOL & #eSTOL including #batteryElectric, #hybridElectric & #H2electric — July 23-24. Learn more and be part of this great ev…",en,,,
https://twitter.com/bransonwilliam0,30/06/2022,"Everyone was so nice they even let us play basketball for a while. I can’t thank y’all enough #goweevils #UAM 
@RecruitKville",en,3,2,
https://twitter.com/BTD75,30/06/2022,"@FAANews
 is developing vertiport standards and is in the modeling and simulation phase, operational testing next out of a new facility in Atlantic City. They are inviting any companies to come and test their #VTOL aircraft.",en,2,1,1
https://twitter.com/EASA,30/06/2022,Great step ahead for #eVTOL operations and services in the EU. Looking forward to seeing the final rules  $EH,en,11,1,
https://twitter.com/RobinBird216,30/06/2022,"“This splendid [#EH216 #eVTOL aircraft] from 
@EHANG
 $EH will be at our Chinese mainland facility for some time, as our team of experts work closely with our new business partner to seek sustainable collaboration opportunities in the AAM industry.” — 
@HAECO_Group",en,14,3,1
