URL,Date,Text,Lang,Likes,Retweets,Replies
https://t.co/Lza21PeOQg,20/12/2022,"Archer’s eVTOL air taxi receives FAA airworthiness criteria specs

https://dronedj.com/2022/12/20/archers-evtol-air-taxi-receives-faa-airworthiness-criteria-specs/…

#drone  #dronestories  #uav  #technology",en,,,
https://t.co/g30FQGwD8q,15/12/2022,"Joby’s eVTOL air taxi clears second of four FAA System Reviews

https://dronedj.com/2022/12/15/jobys-evtol-air-taxi-clears-second-of-four-faa-system-reviews/…

#drone  #dronestories  #uav  #technology",en,,,
https://t.co/nHib2v8Dva,28/11/2022,"http://drone.actor »Pacific Group Bets on Urban Air Mobility in Vietnam, Pre-Orders SkyDrive’s Passenger eVTOL« https://bit.ly/3gFV8RZ #DroneActor #Drones #DroneBusiness",en,,,
https://twitter.com/hashtag/drones?src=hashtag_click,21/11/2022,", United Airlines said it will buy up to 200 small electric air taxis to  help customer in urban area get to airport. Taxi For Illustrations only..Credit for video unknown #drones #airtransport #innovation !",en,,,
https://t.co/1yQUH9TAA7,13/10/2022,"EVTOL air taxi developer Archer to unveil its production craft in November

https://zpr.io/HLPM6aAtZQDz

#drone  #dronestories  #uav  #technology",en,1,,
https://t.co/cuJsorvdPB,10/10/2022,"First crewed eVTOL air taxi test flight at Rome AAM vertiport debut

https://zpr.io/PD5QEu5tsVvY

#drone  #dronestories  #uav  #technology",en,,,
https://t.co/nHib2uQuh2,10/10/2022,http://drone.actor »Joby and Skyports Develop “Living Lab” Passenger Terminal: What Will Urban Air Mobility Be Like for Passengers?« https://bit.ly/3ysGOC0 #DroneActor #Drones #DroneBusiness,en,,,
https://twitter.com/hashtag/drones?src=hashtag_click,08/10/2022,", United Airlines said it will buy up to 200 small electric air taxis to  help customer in urban area get to airport. Taxi For Illustrations only..Credit for video unknown #drones #airtransport #innovation !",en,2,,
https://t.co/iGyJWwDsb8,06/10/2022,"Joby eVTOL production, air taxi targets attacked by shorting hedge fund

https://zpr.io/UXHKCCkdR6uc

#drone  #dronestories  #uav  #technology",en,,,
https://t.co/ywyzdPYmET,28/09/2022,"SkyDrive aims to fly into air taxi territory with two-seat SD-05 eVTOL in 2025

https://newatlas.com/aircraft/skydrive-sd-05-evtol-air-taxi/…
via 
@nwtls

#drone #UAM #eVTOL #aircraft #japan

@SpirosMargaris
 
@labordeolivier
 
@PawlowskiMario
 
@Shi4Tech
 
@DrJDrooghaag
 
@EvanKirstel
 
@Khulood_Almani
 
@FrRonconi
 
@Fabriziobustama",en,17,18,1
https://t.co/ZXHDXj9zBO,25/09/2022,"Surprising; Air Taxi Company Kittyhawk Calls It Quits 

https://gizmodo.com/kittyhawk-air-taxi-larry-page-1849564831…
via 
@Gizmodo
 
#evtol #drone #aviation #aircraft #startup 

@SpirosMargaris
 
@mvollmer1
 
@PawlowskiMario
 
@Shi4Tech
 
@FrRonconi
 
@Hana_ElSayyed
 
@Nicochan33",en,16,17,
https://twitter.com/hashtag/drones?src=hashtag_click,16/09/2022,", United Airlines said it will buy up to 200 small electric air taxis to  help customer in urban area get to airport. Taxi For Illustrations only..Credit for video unknown #drones #airtransport #innovation !",en,,,
https://t.co/XCNQMgCTS4,05/09/2022,"Volocopter shares its latest video update showing its eVTOL air taxi is closer than ever to reality https://buff.ly/3Ayh2N3

#drone #taxi #startup",en,1,,
https://t.co/USguCXt44n,31/08/2022,"Volocopter shares its latest video update showing its eVTOL air taxi is closer than ever to reality https://buff.ly/3KCIi1E

#drone #taxi #startup",en,,,
https://t.co/frpZdMbO7v,31/08/2022,"Volocopter shares its latest video update showing its eVTOL air taxi is closer than ever to reality https://buff.ly/3Rpneh0

#drone #taxi #startup",en,,1,
https://t.co/CSg1fmG1l2,29/08/2022,"Volocopter shares latest video update showing its eVTOL air taxi is closer than ever to reality

https://zpr.io/S57aveWvAiS2

#drone  #dronestories  #uav  #technology",en,,,
https://twitter.com/hashtag/drones?src=hashtag_click,22/08/2022,", United Airlines said it will buy up to 200 small electric air taxis to  help customer in urban area get to airport. Taxi For Illustrations only..Credit for video unknown #drones #airtransport #innovation !",en,1,,
https://twitter.com/Skyports_Infra,02/08/2022,"Air taxi infrastructure startup 
@Skyports_Infra
 closes £21.4m Series B. 

 https://uktech.news/mobility/skyports-series-b-20220802… 

#drone #startups #skyports #investment #funding #evtol #UKtech",en,3,,
https://t.co/AhoorvXW2p,19/07/2022,"Archer taps FACC to supply eVTOL air taxi wing and fuselage components

https://zpr.io/fwadPbiBABy5

#drone  #dronestories  #uav  #technology",en,,,
https://t.co/snXgRNURaE,11/07/2022,"A subsidiary of Indian engineering giant L&T Technology Services Limited will develop an eVTOL (electric vertical takeoff and landing) air taxi jointly with Texas-based aerospace company, Jaunt Air Mobility. 

Read more at:
https://quickarea.in/lt-news-us-company-lt-arm-to-develop-electric-air-taxi-jointly-india-business-news/…

#drones #drone #uav #uavs #uas",en,,,
https://twitter.com/hashtag/drones?src=hashtag_click,09/07/2022,", United Airlines said it will buy up to 200 small electric air taxis to  help customer in urban area get to airport. Taxi For Illustrations only..Credit for video unknown #drones #airtransport #innovation !",en,,,
https://t.co/6fPIRpE7Ul,08/07/2022,On Sale  http://DRL.Team ║ Epic video shows AutoFlight air taxi actually in action: We hear a lot of chatter about human-carrying #drones — but it’s rare we actually see them in action. Hence it was a treat when eVTOL pioneer AutoFlight… http://dlvr.it/STYP35,en,,,
https://twitter.com/hashtag/Drones?src=hashtag_click,08/07/2022,"Epic video shows AutoFlight air taxi actually in action: We hear a lot of chatter about human-carrying #Drones — but it’s rare we actually see them in action. Hence it was a treat when eVTOL pioneer AutoFlight releases new full scale, proof-of-concept,… https://thedronegirl.com/2022/07/08/autoflight-prosperity/?utm_source=dlvr.it&utm_medium=twitter…",en,,,
https://t.co/VWMZ2LNajB,07/07/2022,"Vertical Aerospace taps Molicel as eVTOL air taxi battery provider

https://zpr.io/m9x3U7VPRDz3

#drone  #dronestories  #uav  #technology",en,,,
https://twitter.com/hashtag/drones?src=hashtag_click,30/06/2022,", United Airlines said it will buy up to 200 small electric air taxis to  help customer in urban area get to airport. Taxi For Illustrations only..Credit for video unknown #drones #airtransport #innovation !",en,,,
https://t.co/9qnbxZy5EM,23/06/2022,"Volocopter inks deal to develop fly-by-light eVTOL air taxi control tech

https://zpr.io/9RZspakEKVxW

#drone  #dronestories  #uav  #technology",en,,,
