URL,Date,Text,Lang,Likes,Retweets,Replies
https://twitter.com/Forbes,30/12/2021,Whoa.  #Electric #Aircraft #Aviation #EVTOL #BetaTechnologies #Tech #Startup,en,,1,
https://twitter.com/VTOLsociety,28/12/2021,"ElectricVTOL: RT 
@VTOLsociety
: 
@Lego
 
@Sikorsky
 
@CAL_FIRE
 A huge shoutout to the #VTOL community: through your support, this project exceeded 5,000 supporters in time! 
@LEGO_Group
 now has 6,000+ votes to make this VTOL kit a reality, with 6 months to reach 10,000 supporters. …",en,,,
https://twitter.com/VTOLsociety,28/12/2021,"A huge shoutout to the #VTOL community: through your support, this project exceeded 5,000 supporters in time! 
@LEGO_Group
 now has 6,000+ votes to make this VTOL kit a reality, with 6 months to reach 10,000 supporters. Can you help?",en,4,2,
https://twitter.com/ViRKL,24/12/2021,"CLEAN ENERGY RETORT™\
HARSH OPINION/
TY 
@ViRKL
, Forwarding Me This:

@MantaAircraft

MQ/
'Hybrid EV/STOL Propulsion~
Electric Energy~Fed By~ Generator; Run By~#OldTech #FossilGas Turbine'
=
#FossilFuelsShame FAIL!

VS

#ZeroEmissions
#eVTOL, #AdvancedAirMobility #PassengerDrones!",en,1,1,1
https://twitter.com/VTOLsociety,24/12/2021,"ElectricVTOL: RT 
@VTOLsociety
: 
@ehang
 
@MASCinKURASHIKI
 Congratulations, 
@ehang
, from the 
@VTOLsociety
 on this major #eVTOL milestone! #AchievementUnlocked!",en,,,
https://twitter.com/chineseflyer,24/12/2021,"ElectricVTOL: 
@chineseflyer
 Thanks, 
@chineseflyer
 and #FlyingPages for being such a great source of information on #eVTOL in Asia and around the world!",en,,,
https://twitter.com/ehang,23/12/2021,"Congratulations, 
@ehang
, from the 
@VTOLsociety
 on this major #eVTOL milestone! #AchievementUnlocked!",en,9,2,
https://twitter.com/chineseflyer,23/12/2021,"Thanks, 
@chineseflyer
 and #FlyingPages for being such a great source of information on #eVTOL in Asia and around the world!",en,7,,2
https://twitter.com/RossFeinstein,23/12/2021,Who does that? When the #goto says you #hail your personal and #ultraGreen #eVTOL from the #Terminal B roof to your #downtown aerie?,en,2,,
https://twitter.com/EggPlatypus,22/12/2021,I have faith in #eVTOL. That's why I jumped on board. Investment in future technology is a winning process. #EVTL,en,1,,
https://twitter.com/jobyaviation,21/12/2021,"Seeking to boost its capability in airborne sensing and autonomous flight technology, 
@jobyaviation
 is acquiring Austrian radio frequency radar specialist INRAS to contribute to its #eVTOL aircraft. Stay tuned for more details on this move from 
@FutureFlightAIN
.",en,7,2,1
https://twitter.com/elanhead,21/12/2021,"In today's investor call, Eve pitched primary certification with Brazil's ANAC as a competitive advantage. ""While the FAA will likely be processing multiple #eVTOL applications and vehicle types over the next few years, we expect to benefit from undivided attention from ANAC.""",en,5,3,
