Date,Text,Sentiment Scores,Sentiment Label
27/12/2023,"Derek Jordanou-Bailey (Chief Engineer, Helix), 
@mkt99p
 (COO, 
@H55aEro
), 
@wo_otto
 (President - Electrical, 
@RollsRoyce
), 
@1flyingwilli
 (CEO, Flying Pages) and others who shared the latest and greatest on #eVTOL and #electricaviation with us.","{'neg': 0.0, 'neu': 0.82, 'pos': 0.18, 'compound': 0.765}",positive
27/12/2023,#eVTOL player $JOBY has partnered with ANA and Nomura Real Estate Development on the development of #vertiport infrastructure in #Japan,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
27/12/2023,The National Civil Aviation Agency of Brazil has released proposed airworthiness criteria for $EVEX's under-development #eVTOL. The public consultation period last through mid-Feb 2024.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
27/12/2023," What if an aircraft could take off vertically like a helicopter and fly forward like an airplane?

  Patent US10513334B2 describes an X-tiltwing aircraft that can do just that!  #VTOL #innovation #aviation #patent #patents","{'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.6476}",positive
23/12/2023,"#Lilium has begun assembly of a full-scale airframe of its #eVTOL. Flight testing is expected to start in late 2024, w/ entry into service anticipated in 2026.

Lilium & #Lufthansa signed an MoU re: a ""strategic partnership to explore"" eVTOL commercial applications in Europe.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
23/12/2023,"Further proof that 
@overair_inc
 has an incredible team of #eVTOL engineering experts! #VTOLworkforce 
@DiversiFlite","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
23/12/2023,"Such impressive progress by 
@overair_inc
 in 2023! We're looking forward to see the company's continued progress - and that of the whole #eVTOL world - in 2024!","{'neg': 0.0, 'neu': 0.699, 'pos': 0.301, 'compound': 0.8585}",positive
23/12/2023,"Fantastic progress by the 
@WiskAero
 team this year. Very excited to see the company's continued progress and that of the whole #eVTOL world in 2024!","{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.9039}",positive
23/12/2023,"2023 was a banner year for 
@ehang
 and for the whole world of #eVTOL developments. 2024 will see electric aviation continue to accelerate!","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
23/12/2023,"Such impressive #eVTOL progress from the 
@VerticalAero
 team. Can't wait to see what you have in store for 2024!","{'neg': 0.0, 'neu': 0.727, 'pos': 0.273, 'compound': 0.75}",positive
23/12/2023,"Congratulations on a fantastic year of #eVTOL progress. 
@ArcherAviation
 continues to set incredibly aggressive goals year after year, and meets every one. Well done!","{'neg': 0.058, 'neu': 0.552, 'pos': 0.39, 'compound': 0.8956}",positive
21/12/2023,That's almost #VTOL capability....,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
21/12/2023,"@ehang
 with #eVTOL #airtaxi #EH216-S is flying into the future in our perfect present time, definely. Merry Christmas and a great (prosperous) new 2024 year. Good luck  for shareholders.","{'neg': 0.0, 'neu': 0.572, 'pos': 0.428, 'compound': 0.9531}",positive
21/12/2023,#evtol is a greater invention / revolution than the wheel.. it involves none !!!,"{'neg': 0.0, 'neu': 0.765, 'pos': 0.235, 'compound': 0.5229}",positive
20/12/2023,Love the love $lilm is getting.. such a sexy #evtol and such a smooth delivery .. unique to say the least .. luxurious,"{'neg': 0.0, 'neu': 0.604, 'pos': 0.396, 'compound': 0.9153}",positive
20/12/2023,Being short #evtol is being short of Henry Ford and the revolution of automobiles on steroids,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
20/12/2023,"@ehang
 is playing (flying) in another league, maybe, Major World International Aviation #eVTOL league,  because they have already the first type certificate. ","{'neg': 0.0, 'neu': 0.921, 'pos': 0.079, 'compound': 0.2023}",positive
18/12/2023,Yay Harrier! #STOL #VTOL,"{'neg': 0.0, 'neu': 0.448, 'pos': 0.552, 'compound': 0.5707}",positive
