URL,Date,Text,Lang,Likes,Retweets,Replies
https://twitter.com/PamirSevincel,27/12/2023,"Derek Jordanou-Bailey (Chief Engineer, Helix), 
@mkt99p
 (COO, 
@H55aEro
), 
@wo_otto
 (President - Electrical, 
@RollsRoyce
), 
@1flyingwilli
 (CEO, Flying Pages) and others who shared the latest and greatest on #eVTOL and #electricaviation with us.",en,2,,1
https://twitter.com/hashtag/eVTOL?src=hashtag_click,27/12/2023,#eVTOL player $JOBY has partnered with ANA and Nomura Real Estate Development on the development of #vertiport infrastructure in #Japan,en,1,,
https://twitter.com/search?q=%24EVEX&src=cashtag_click,27/12/2023,The National Civil Aviation Agency of Brazil has released proposed airworthiness criteria for $EVEX's under-development #eVTOL. The public consultation period last through mid-Feb 2024.,en,,,
https://twitter.com/hashtag/VTOL?src=hashtag_click,27/12/2023," What if an aircraft could take off vertically like a helicopter and fly forward like an airplane?

  Patent US10513334B2 describes an X-tiltwing aircraft that can do just that!  #VTOL #innovation #aviation #patent #patents",en,,,
https://twitter.com/hashtag/Lilium?src=hashtag_click,23/12/2023,"#Lilium has begun assembly of a full-scale airframe of its #eVTOL. Flight testing is expected to start in late 2024, w/ entry into service anticipated in 2026.

Lilium & #Lufthansa signed an MoU re: a ""strategic partnership to explore"" eVTOL commercial applications in Europe.",en,,,
https://twitter.com/overair_inc,23/12/2023,"Further proof that 
@overair_inc
 has an incredible team of #eVTOL engineering experts! #VTOLworkforce 
@DiversiFlite",en,1,,
https://twitter.com/overair_inc,23/12/2023,"Such impressive progress by 
@overair_inc
 in 2023! We're looking forward to see the company's continued progress - and that of the whole #eVTOL world - in 2024!",en,1,,
https://twitter.com/WiskAero,23/12/2023,"Fantastic progress by the 
@WiskAero
 team this year. Very excited to see the company's continued progress and that of the whole #eVTOL world in 2024!",en,,,
https://twitter.com/ehang,23/12/2023,"2023 was a banner year for 
@ehang
 and for the whole world of #eVTOL developments. 2024 will see electric aviation continue to accelerate!",en,3,1,
https://twitter.com/VerticalAero,23/12/2023,"Such impressive #eVTOL progress from the 
@VerticalAero
 team. Can't wait to see what you have in store for 2024!",en,1,,
https://twitter.com/adamgoldstein13,23/12/2023,"Congratulations on a fantastic year of #eVTOL progress. 
@ArcherAviation
 continues to set incredibly aggressive goals year after year, and meets every one. Well done!",en,1,,
https://twitter.com/gunsnrosesgirl3,21/12/2023,That's almost #VTOL capability....,en,,,
https://twitter.com/PhilipFemo,21/12/2023,"@ehang
 with #eVTOL #airtaxi #EH216-S is flying into the future in our perfect present time, definely. Merry Christmas and a great (prosperous) new 2024 year. Good luck  for shareholders.",en,6,,1
https://twitter.com/hashtag/evtol?src=hashtag_click,21/12/2023,#evtol is a greater invention / revolution than the wheel.. it involves none !!!,en,,,
https://twitter.com/search?q=%24lilm&src=cashtag_click,20/12/2023,Love the love $lilm is getting.. such a sexy #evtol and such a smooth delivery .. unique to say the least .. luxurious,en,,,
https://twitter.com/hashtag/evtol?src=hashtag_click,20/12/2023,Being short #evtol is being short of Henry Ford and the revolution of automobiles on steroids,en,,,
https://twitter.com/RapkeMarkus,20/12/2023,"@ehang
 is playing (flying) in another league, maybe, Major World International Aviation #eVTOL league,  because they have already the first type certificate. ",en,1,,1
https://twitter.com/KuyVon,18/12/2023,Yay Harrier! #STOL #VTOL,en,1,,1
https://twitter.com/urbanairmobili1,18/12/2023,"#VTOL not #eVTOL. Nearly all #electricVTOL aircraft used propellers, not rotors.",en,,,1
https://twitter.com/UAM_4cities,17/12/2023,"This holistic approach is essential for integrating UAM into our urban environments safely and sustainably. Dive deeper into UAM insights with #UAMSchool4cities!
#UrbanAirMobility #FutureOfCities #SustainableMobility #InnovativeUrbanSolutions #UAMSchool #SmartCities",en,,,
https://twitter.com/CrisalionMob,13/12/2023,"From now on, we'll be working together on AAM projects in Latin America as well as on demo tests and the integration of eVTOLs and vertiports.  
#Vertiports #Innovation #Collaboration #eVTOL #StrategicAlliance",en,1,,
https://twitter.com/Lilium,13/12/2023,"""Aerospace engineers from Munich, Germany say: The sky is the limit when it comes to accelerating access to a carbon-free commute."" 
#Lilium #eVTOL",en,29,6,2
https://twitter.com/bhash,12/12/2023,Time for ola sky #evtol,en,,,
https://twitter.com/hashtag/RAM?src=hashtag_click,12/12/2023,VI&E Solutions to Collaborate with ResilienX on Wittman Regional Airport Vertiport Project #RAM #UAM #eVTOL #vertiport,en,,,
https://twitter.com/VerticalAero,11/12/2023,"As an engineering simulator, the PILS facility supports the design & verification of VX4 as well as enabling the rehearsal of flights for the team. It's an important tool for familiarisation and preparation as we head towards flights in 2024.  #VX4 #eVTOL",en,5,,1
https://twitter.com/elonmusk,10/12/2023,"Hey 
@elonmusk
, the world is buzzing about #eVTOL and #AirTaxi innovation!  Is 
@Tesla
 gearing up to revolutionize the skies with autonomous flying cars? Can't wait to see what you have in store! #FutureOfTransport",en,1,,
https://twitter.com/POTUS,09/12/2023,"#evtol is ?hours


@jobyaviation
 

@ArcherAviation
 

@Lilium",en,,,
https://twitter.com/hashtag/vtol?src=hashtag_click,08/12/2023,"Vertical take-off/landing propeller platform lifts a jet-engine aircraft to the desired height until the jet is flying at the desired velocity, releases it, platform returns, then takes off to catch another incoming jet-engine aircraft and lands it vertically. #vtol",en,1,,
https://twitter.com/miagoaairport,05/12/2023,"No place like Goa. Add #EVTOL by 
@ArcherAviation",en,,,
