Date,Text,Sentiment Scores,Sentiment Label
30/12/2021,Whoa.  #Electric #Aircraft #Aviation #EVTOL #BetaTechnologies #Tech #Startup,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
28/12/2021,"ElectricVTOL: RT 
@VTOLsociety
: 
@Lego
 
@Sikorsky
 
@CAL_FIRE
 A huge shoutout to the #VTOL community: through your support, this project exceeded 5,000 supporters in time! 
@LEGO_Group
 now has 6,000+ votes to make this VTOL kit a reality, with 6 months to reach 10,000 supporters. …","{'neg': 0.0, 'neu': 0.736, 'pos': 0.264, 'compound': 0.8805}",positive
28/12/2021,"A huge shoutout to the #VTOL community: through your support, this project exceeded 5,000 supporters in time! 
@LEGO_Group
 now has 6,000+ votes to make this VTOL kit a reality, with 6 months to reach 10,000 supporters. Can you help?","{'neg': 0.0, 'neu': 0.668, 'pos': 0.332, 'compound': 0.9168}",positive
24/12/2021,"CLEAN ENERGY RETORT™\
HARSH OPINION/
TY 
@ViRKL
, Forwarding Me This:

@MantaAircraft

MQ/
'Hybrid EV/STOL Propulsion~
Electric Energy~Fed By~ Generator; Run By~#OldTech #FossilGas Turbine'
=
#FossilFuelsShame FAIL!

VS

#ZeroEmissions
#eVTOL, #AdvancedAirMobility #PassengerDrones!","{'neg': 0.183, 'neu': 0.581, 'pos': 0.237, 'compound': 0.3219}",positive
24/12/2021,"ElectricVTOL: RT 
@VTOLsociety
: 
@ehang
 
@MASCinKURASHIKI
 Congratulations, 
@ehang
, from the 
@VTOLsociety
 on this major #eVTOL milestone! #AchievementUnlocked!","{'neg': 0.0, 'neu': 0.77, 'pos': 0.23, 'compound': 0.6688}",positive
24/12/2021,"ElectricVTOL: 
@chineseflyer
 Thanks, 
@chineseflyer
 and #FlyingPages for being such a great source of information on #eVTOL in Asia and around the world!","{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.807}",positive
23/12/2021,"Congratulations, 
@ehang
, from the 
@VTOLsociety
 on this major #eVTOL milestone! #AchievementUnlocked!","{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.6688}",positive
23/12/2021,"Thanks, 
@chineseflyer
 and #FlyingPages for being such a great source of information on #eVTOL in Asia and around the world!","{'neg': 0.0, 'neu': 0.7, 'pos': 0.3, 'compound': 0.807}",positive
23/12/2021,Who does that? When the #goto says you #hail your personal and #ultraGreen #eVTOL from the #Terminal B roof to your #downtown aerie?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
22/12/2021,I have faith in #eVTOL. That's why I jumped on board. Investment in future technology is a winning process. #EVTL,"{'neg': 0.0, 'neu': 0.708, 'pos': 0.292, 'compound': 0.7351}",positive
21/12/2021,"Seeking to boost its capability in airborne sensing and autonomous flight technology, 
@jobyaviation
 is acquiring Austrian radio frequency radar specialist INRAS to contribute to its #eVTOL aircraft. Stay tuned for more details on this move from 
@FutureFlightAIN
.","{'neg': 0.0, 'neu': 0.93, 'pos': 0.07, 'compound': 0.4019}",positive
21/12/2021,"In today's investor call, Eve pitched primary certification with Brazil's ANAC as a competitive advantage. ""While the FAA will likely be processing multiple #eVTOL applications and vehicle types over the next few years, we expect to benefit from undivided attention from ANAC.""","{'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.6908}",positive
21/12/2021,"and on top of that 
@EveAirMobility
 also announcing 500 new #eVTOL orders from SkyWest, Azorra (leasing), Republic Airways (
@twitter
 where is the eVTOL emoji?)","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2023}",positive
21/12/2021,"BREAKING: 
@EveAirMobility
 to list on 
@NYSE
 through #SPAC deal with Zanite Acquisition Corp. Expected to close in Q2 2022 and values Eve at $2.4bn. Order pipeline of approx. $5bn, which include 1,735 #eVTOL vehicle orders from 17 launch customers. Full story on our website soon.","{'neg': 0.0, 'neu': 0.942, 'pos': 0.058, 'compound': 0.4019}",positive
21/12/2021,"Jiang Yutao emphasized that urban air transportation will be a very large market. In China, it will reach a market size of about 430 billion US dollars in 2040; urban space transportation will even become a subject that may be learned in universities. #Ehang #eVTOL","{'neg': 0.0, 'neu': 0.974, 'pos': 0.026, 'compound': 0.0258}",neutral
20/12/2021,"An underground level for My #Electric,#Gas, #Diesel, #Super vehicles with a #lockheedmartin #VTOL #F35 launchpad in the middle like a chimney","{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.3612}",positive
17/12/2021,"Thank you 
@TomRisen
! Let's all post with #NotFlyingCars to help people understand the difference between actual #FlyingCars and #eVTOL aircraft.","{'neg': 0.0, 'neu': 0.766, 'pos': 0.234, 'compound': 0.6696}",positive
17/12/2021,A drone service that picks up your cursed/hated objects and then drops them into a volcano ... #evtol,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
16/12/2021,".
@VerticalAero
 (NYSE: $EVTL) opens on the New York Stock Exchange at $10.75 #eVTOL","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
16/12/2021,".
@VerticalAero
 (NYSE: $EVTL) opens on the New York Stock Exchange at $10.75 #eVTOL","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
15/12/2021,Osaka Governor Hirofumi Yoshimura has officially petitioned the central government to relax regulations at the time of the 2025 World Expo to ensure there are no legal obstacles for eVTOL (flying car) demonstrations and operations that are now being planned. #Osaka #eVTOL #Japan,"{'neg': 0.096, 'neu': 0.763, 'pos': 0.141, 'compound': 0.296}",positive
12/12/2021,"From science fiction to science fact, #UAM will revolutionize transportation over the world. Explore ways #HoneywellAerospace is leading the change at the link in bio.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
11/12/2021,"ElectricVTOL: RT 
@AirspeederHQ
: The world’s first flying racing car factory will be established in Adelaide within the newly announced Australian Space Park.

Find out more below 

#southaustralia #aerospaceindustry #aviationindustry #space #evtol #flyingcars #uam #aam #ad…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
10/12/2021,"The world’s first flying racing car factory will be established in Adelaide within the newly announced Australian Space Park.

Find out more below 

#southaustralia #aerospaceindustry #aviationindustry #space #evtol #flyingcars #uam #aam #adelaide #australianspacepark","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
9/12/2021,"Secret #eVTOL reveal on 9/12? Don’t let #Tesla Twitter know 


@elonmusk
 ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
9/12/2021,"Don’t want to add fuel to the fire (electrons to the charge?) but there is an #eVTOL reveal from a secret hangar on 9/12 

;)","{'neg': 0.065, 'neu': 0.802, 'pos': 0.134, 'compound': 0.2023}",positive
8/12/2021,"The world’s first flying racing car factory will be established in Adelaide!

Find out more below 

#southaustralia #aerospaceindustry #aviationindustry #space #evtol #flyingcars #uam #aam #adelaide #australianspacepark","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
8/12/2021,"ElectricVTOL: RT 
@vstol
: Hey, 
@NASAJPL
, what's going on with the #MarsHelicopter? It was supposed to fly as soon as Sunday, Dec. 5, but I can't find any updates anywhere. Can you post an update? 
@VTOLsociety
 
@NASA
 #VTOL","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
7/12/2021,"ElectricVTOL: 
@MagniX
 Two innovative #ElectricAviation companies teaming for a drop-in motor replacement to convert a Robinson R44 to the Tier 1 Engineering #eR44 #eHelo #eVTOL. Bravo!","{'neg': 0.0, 'neu': 0.873, 'pos': 0.127, 'compound': 0.4926}",positive
7/12/2021,Two innovative #ElectricAviation companies teaming for a drop-in motor replacement to convert a Robinson R44 to the Tier 1 Engineering #eR44 #eHelo #eVTOL. Bravo!,"{'neg': 0.0, 'neu': 0.862, 'pos': 0.138, 'compound': 0.4926}",positive
4/12/2021,"From science fiction to science fact, #UAM will revolutionize transportation over the world. Explore ways #HoneywellAerospace is leading the change at the link in bio.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
4/12/2021,-drone follow/other follow modes [the #evtol follows a drone's movements or maybe the movement of someone who jumped out of the #evtol for video recording for example],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
4/12/2021,-retrieval mode [when the #evtol flies to you so you can climb in when youre in the water or on land w/a rope or it hovers low w/a ladder or somethig or it lands],"{'neg': 0.06, 'neu': 0.94, 'pos': 0.0, 'compound': -0.2732}",negative
4/12/2021,-endless sunset mode [keep the sun in the same viewpoint position while the #evtol moves with the sun],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
4/12/2021,"Air taxis should become more popluar!

#business #startup #arunpage #tips #Marketing #entrepreneur #entrepreneurship #Inspiration #airtaxi #drones","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
4/12/2021,or maybe someone on the ground who cant or doesnt want to fly or is in a wheelchair or something? they can haz #vr headset #evtol & #drone flying fun too for sure.,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.697}",positive
4/12/2021,"#ar & #vr #evtol #war #games? finally.
its like only photon-pixel animations on glass & screens & headsets & sound effects in speakers & #ai #physics while flying around in an ai assisted #evtol? nice.
#gaming #thefutureisawesome maybe","{'neg': 0.0, 'neu': 0.846, 'pos': 0.154, 'compound': 0.6868}",positive
